YEAR,MO,DY,T2M,TS,QV2M,PRECTOTCORR,WS10M,WD10M
2008,4,11,21.44,21.02,7.57,0.08,3.8,213.38
2008,4,12,21.14,20.89,7.93,0.33,2.57,237.19
2008,4,13,20.67,21.3,7.51,0.05,3.02,194.31
2008,4,14,20.83,20.77,6.04,0,2.83,164.56
2008,4,15,20.9,21.4,7.45,0.14,2.38,80.44
2008,4,16,20.7,21.15,7.81,1.21,4.14,150.56
2008,4,17,19.9,19.85,5.98,0.23,2.84,134.56
2008,4,18,20.62,20.08,5.25,0,2.94,145.44
2008,4,19,20.45,20.37,4.46,0,3.3,179.62
2008,4,20,21.22,20.94,4.21,0,3.35,186.25
2008,4,21,22.63,22.12,4.88,0,3.2,192.88
2008,4,22,23.51,23.12,5.07,0,3.09,148.88
2008,4,23,24.27,23.41,4.88,0,2.7,193.12
2008,4,24,23.92,23.77,5.37,0,2.77,158.38
2008,4,25,24.22,23.65,5.43,0,2.81,149.06
2008,4,26,23.1,23.34,4.58,0,3.62,200.44
2008,4,27,23.21,23.2,4.39,0,3.18,229.31
2008,4,28,23.25,23.65,4.7,0,3.32,160.75
2008,4,29,24.05,24.6,4.88,0,3.32,189.75
2008,4,30,25.15,25.2,3.97,0,3.62,214.69
2008,5,1,25.17,25.25,3.72,0,3.72,199.5
2008,5,2,25.37,25.21,4.09,0,2.84,170.25
2008,5,3,26.29,26.19,4.88,0,3.87,206.12
2008,5,4,27.12,27.12,4.64,0.53,3.78,184.56
2008,5,5,24.83,25.11,7.14,3.53,3.38,193.94
2008,5,6,23.38,24.47,5.8,0.13,3.37,202.31
2008,5,7,23.76,23.97,4.46,0,2.85,176.69
2008,5,8,24.13,24.73,5.07,0.13,3.57,190.69
2008,5,9,23.77,24.69,6.16,0.17,3.2,218.56
2008,5,10,23.63,24.67,7.45,0.08,2.41,165.94
2008,5,11,23.87,25.11,7.45,0,2.41,155.62
2008,5,12,24.73,26.14,7.75,0.58,2.69,186
2008,5,13,24.33,25.55,7.81,0.24,2.72,192.19
2008,5,14,24.81,26,6.71,0.06,3.53,223.81
2008,5,15,25.09,26.05,6.96,0.18,3.7,204.44
2008,5,16,25.58,26.55,7.75,2.43,3.53,205.06
2008,5,17,25.57,26.44,7.57,0.61,3.18,204
2008,5,18,25.32,26.43,8.3,3.01,3.61,204.12
2008,5,19,21.57,22.8,10.74,3.38,2.98,118.31
2008,5,20,20.29,21.33,12.15,6.86,2.48,184.25
2008,5,21,19.69,20.66,12.94,10.38,2.56,219.88
2008,5,22,20.6,22.16,13.18,1.58,2.68,150.06
2008,5,23,20.47,21.32,12.57,9.03,1.63,171.31
2008,5,24,22.01,23.37,12.33,0.13,2.76,195.56
2008,5,25,22.03,23.2,12.02,4.09,2.26,192.19
2008,5,26,23.18,24.52,9.46,0.44,2.67,169.5
2008,5,27,23.62,24.54,8.48,0.72,3.23,194
2008,5,28,24,24.62,7.2,0.02,3.28,168
2008,5,29,24.37,25.23,7.26,0,3.12,172.12
2008,5,30,24.65,25.37,6.96,0,2.8,184.44
2008,5,31,24.66,24.77,9.83,8.81,2.73,184
2008,6,1,23.05,23.67,11.6,6.31,2.09,143.19
2008,6,2,24.69,25.47,11.6,2.5,2.91,123.75
2008,6,3,24.95,26.28,12.15,0.11,2.49,165.38
2008,6,4,24.8,26.12,12.63,1.66,2.43,204.31
2008,6,5,23.62,24.3,13.24,1.99,2.61,210.25
2008,6,6,25.42,26.68,13.79,0.77,2.96,219.5
2008,6,7,24.12,25.59,15.93,8.73,2.36,169.12
2008,6,8,21.2,21.8,15.44,25.55,1.77,167.38
2008,6,9,22.93,24.19,15.32,3.5,2.2,156.38
2008,6,10,23.1,24.22,15.99,1.23,2.06,198
2008,6,11,24.37,26.24,16.17,0.69,2.89,186.44
2008,6,12,23.3,24.26,17.09,39.08,2.69,179.12
2008,6,13,22.86,23.35,17.64,14.72,2.59,180.75
2008,6,14,22.27,22.35,18.49,30.49,2.28,220.69
2008,6,15,22.21,22.26,18.31,45.21,2.09,209.81
2008,6,16,21.85,22.19,17.94,1.22,2.9,216.38
2008,6,17,21.39,21.57,15.26,2.17,2.22,150
2008,6,18,23.01,23.69,16.42,17.97,2.66,155.94
2008,6,19,22.24,23.07,17.15,9.83,3.27,172.69
2008,6,20,21.74,22.08,17.46,1.64,2.15,179.12
2008,6,21,22.66,23.42,15.87,0.63,2.44,256.19
2008,6,22,22.99,23.83,15.14,0.07,2.02,261.19
2008,6,23,23.42,23.99,16.05,4.7,2.19,225.81
2008,6,24,24.29,24.36,16.36,5.14,2.23,231.94
2008,6,25,24.49,25.02,17.09,1.31,1.83,158.25
2008,6,26,24.58,24.85,18.74,34.81,2.23,164.31
2008,6,27,23.43,23.27,18.62,10.19,1.77,169.81
2008,6,28,21.18,21.08,16.48,16.84,3.26,132.5
2008,6,29,21.66,22.15,15.5,4.4,1.97,176.12
2008,6,30,22.74,23.57,16.54,1.52,1.92,255.06
2008,7,1,21.93,22.69,16.66,8.52,2.38,210.5
2008,7,2,23.15,23.83,17.33,19.07,2.13,204.69
2008,7,3,23.05,23.21,18.13,26.13,2.63,244.38
2008,7,4,22.48,22.55,18.49,13.96,2.34,219.19
2008,7,5,22.13,22.19,17.46,7.4,1.8,183.5
2008,7,6,22.4,22.46,17.76,7.72,1.95,152.12
2008,7,7,22.53,22.71,17.4,2.2,1.52,166
2008,7,8,22.73,23.01,16.6,2.34,1.62,152.5
2008,7,9,22.94,23.27,16.42,1.56,2.36,135.12
2008,7,10,23.38,23.95,17.03,15.99,2.01,159.75
2008,7,11,22.64,23,18.19,4.67,1.72,227.06
2008,7,12,22.46,22.65,18.31,7.97,3.05,214.69
2008,7,13,21.76,22.05,16.6,17.23,2.45,247.44
2008,7,14,22.08,22.84,16.42,4.18,2.02,246.06
2008,7,15,22.41,23.13,16.91,11.5,2.52,250.88
2008,7,16,22.32,22.55,17.46,17.33,2.73,260.38
2008,7,17,22.49,22.62,18.25,33.47,2.98,242.62
2008,7,18,22.06,22,18.13,45.59,2.94,234.75
2008,7,19,22.47,22.74,17.46,9.2,2.42,255.31
2008,7,20,22.31,22.78,17.7,16.93,1.83,225.62
2008,7,21,22.05,22.48,17.94,9.12,2.61,239
2008,7,22,22.57,22.93,17.64,3.74,2.71,232.25
2008,7,23,23.06,22.87,17.03,0.96,2.85,220.25
2008,7,24,23.33,22.83,16.66,0.56,3.02,275.5
2008,7,25,23.12,23.04,17.21,0.99,2.56,202.94
2008,7,26,22.73,23.01,17.64,0.94,1.99,244.38
2008,7,27,21.77,21.94,17.27,8.86,1.71,196.88
2008,7,28,22.32,22.61,17.21,1.19,2.12,158
2008,7,29,23.23,23.31,17.94,36.37,2.63,178.38
2008,7,30,21.74,21.73,18.25,65.3,3.1,194.19
2008,7,31,21.43,21.89,17.09,36.63,2.38,158.62
2008,8,1,22.4,22.67,17.27,1.59,2.35,159.25
2008,8,2,22.15,22.11,17.46,32.36,2.17,166.19
2008,8,3,22.22,22.08,17.7,10.07,2.77,207.88
2008,8,4,21.73,22.07,17.4,20.07,2.02,178.31
2008,8,5,21.64,22.07,16.91,5.43,1.57,154.06
2008,8,6,22.12,21.98,17.09,2.97,1.65,191.25
2008,8,7,22.19,22.54,17.7,13.16,2.08,245.62
2008,8,8,21.49,21.44,16.85,16.6,1.31,151.12
2008,8,9,23.03,22.69,16.6,1.77,1.28,139.5
2008,8,10,22.32,21.7,17.33,57.29,1.67,161.62
2008,8,11,21.8,21.26,16.91,31.4,1.08,154.06
2008,8,12,21.32,21.23,16.3,5.89,1.41,108.62
2008,8,13,21.15,21.08,16.72,6.4,2.09,113.19
2008,8,14,20.68,20.08,15.75,11.39,2.03,85.69
2008,8,15,21.98,22.09,16.48,13.53,1.76,174.44
2008,8,16,21.07,21.32,16.85,41.69,1.52,199.75
2008,8,17,21.48,21.59,16.78,23.18,1.74,264.94
2008,8,18,21.77,22.23,17.15,12.73,2.04,213.25
2008,8,19,21.8,22.12,17.27,6.6,2.05,216.62
2008,8,20,21.94,22.28,17.33,3.29,2.12,233.88
2008,8,21,21.23,21.37,17.03,5.03,2.05,199.25
2008,8,22,21.64,21.7,16.72,2.64,1.66,171.88
2008,8,23,21.11,20.76,16.91,0.31,1.37,261.12
2008,8,24,22.19,22.17,17.15,0.01,1.61,170.75
2008,8,25,22.85,22.88,18.19,9.16,2.2,177.19
2008,8,26,22.83,23,18.62,31.78,1.99,208.44
2008,8,27,22.19,22.21,17.64,10.48,2.2,256.75
2008,8,28,21.3,20.89,15.87,2.04,2.57,214.12
2008,8,29,21.04,20.59,15.14,1.24,2.3,183.31
2008,8,30,20.12,19.79,15.01,2.99,1.84,179.56
2008,8,31,20.65,20.31,14.53,0.3,1.97,162.06
2008,9,1,20.55,20.05,14.04,7.2,2,151.44
2008,9,2,20.9,20.39,14.65,0.34,2.13,158.19
2008,9,3,21.01,20.48,14.95,6.93,2.28,162.38
2008,9,4,20.69,20.09,15.44,9.18,2.48,219.38
2008,9,5,20.19,19.98,14.83,4.43,2.09,190.69
2008,9,6,19.44,18.76,13.18,14.02,1.89,141.62
2008,9,7,19.97,19.08,12.15,4.43,1.6,177.25
2008,9,8,20.73,19.88,12.82,3.82,2.02,152.75
2008,9,9,20.95,19.62,12.39,0,2.1,136.06
2008,9,10,21.46,19.96,12.08,0,2.07,135.06
2008,9,11,21.53,20.63,13.92,15.31,2.02,184.12
2008,9,12,21.19,20.9,15.62,1.08,2.08,171.62
2008,9,13,21.14,21.21,16.05,3.75,1.68,188.56
2008,9,14,21.06,20.96,15.56,1.38,1.7,267.25
2008,9,15,20.76,20.19,14.65,0.64,1.82,157.25
2008,9,16,21.12,20.3,14.77,0.54,1.72,146.25
2008,9,17,21.09,20.87,15.2,6.01,1.97,173.12
2008,9,18,19.64,19.66,13.73,3.23,1.43,147.88
2008,9,19,19.09,19.05,13.92,24.89,1.63,80.81
2008,9,20,19.48,19.59,14.59,17.6,1.76,155.19
2008,9,21,19.26,18.65,12.76,5.79,1.67,130.25
2008,9,22,19.71,19.23,13.12,0.71,1.61,132.19
2008,9,23,19.42,18.7,12.7,1.22,2.1,161.06
2008,9,24,18.58,17.8,11.66,0,2.05,137.94
2008,9,25,19.04,17.73,11.23,0,2.05,152.31
2008,9,26,19.06,17.56,11.29,0,2.38,163.81
2008,9,27,19.37,17.83,11.41,0,2.15,144.06
2008,9,28,19.17,17.87,12.27,0,2.48,152.5
2008,9,29,19.66,18.5,12.88,0,1.97,147.31
2008,9,30,19.95,19.33,14.4,0.94,1.83,183.12
2008,10,1,20.22,19.63,14.77,0.23,1.93,171.44
2008,10,2,19.96,19.77,14.77,0.09,1.71,164.06
2008,10,3,20.09,19.8,15.01,7.92,1.77,172.5
2008,10,4,20.38,20.05,15.69,4.92,1.87,227.38
2008,10,5,20.27,20.03,15.75,3.71,1.74,206.69
2008,10,6,19.17,18.58,13.73,0.43,1.8,161.56
2008,10,7,18.48,17.2,11.9,0.03,2.26,179.81
2008,10,8,18,16.51,10.86,0,2.34,159.69
2008,10,9,17.52,16.08,9.95,0.34,2.34,159.5
2008,10,10,17.49,15.88,10.07,0.04,2.04,152
2008,10,11,17.87,16.13,10.31,0,2.09,153.38
2008,10,12,17.76,16.19,10.62,0,1.85,127.25
2008,10,13,18.2,16.55,10.62,0,2.11,128.5
2008,10,14,17.97,16.72,11.41,3.94,1.82,110.38
2008,10,15,17.14,15.73,10.31,0.08,1.9,126.56
2008,10,16,17.03,15.19,8.67,0.08,1.91,152.44
2008,10,17,16.2,13.98,7.02,0.16,2.13,121.69
2008,10,18,16.21,14.06,7.87,0,2.35,130.12
2008,10,19,16.78,14.18,7.93,0,2.12,137.69
2008,10,20,16.46,13.82,7.69,0,2.09,128.25
2008,10,21,16.23,13.87,7.87,0,2.09,128.44
2008,10,22,16.09,13.87,7.57,0,2.22,135.81
2008,10,23,15.66,13.5,7.69,0,2.18,128.94
2008,10,24,15.73,13.65,8.48,0,1.97,146.56
2008,10,25,15.62,13.55,8.61,0,1.94,134.62
2008,10,26,15.34,13.3,8.67,0,2.37,172
2008,10,27,15.08,12.44,7.45,0,2.32,148.19
2008,10,28,15.94,12.94,7.75,0,1.84,137.31
2008,10,29,15.62,12.56,7.02,0,2.21,130
2008,10,30,15.41,12.43,6.77,0,2.34,139.62
2008,10,31,15.87,12.9,7.02,0,2.16,199.56
2008,11,1,16.13,12.47,6.77,0,1.69,109.94
2008,11,2,15.87,12.26,6.35,0,2.04,115.5
2008,11,3,15.89,12.3,5.8,0,2.02,126.88
2008,11,4,14.87,11.19,5.8,0,1.96,141.06
2008,11,5,14.23,10.62,5.68,0,1.9,137.56
2008,11,6,14.73,10.88,5.98,0,1.6,126.31
2008,11,7,15.08,11.4,6.47,0,1.72,126.56
2008,11,8,15.26,11.98,7.39,0,1.52,119
2008,11,9,16.02,12.54,7.63,0,1.67,109.25
2008,11,10,16.67,12.44,6.77,0,1.6,114.88
2008,11,11,15.76,12.04,6.71,0,1.6,127.69
2008,11,12,14.48,11.19,7.39,0,1.42,111.62
2008,11,13,13.67,11.27,8.36,0,1.49,121.56
2008,11,14,12.94,10.49,7.32,0,1.7,114.75
2008,11,15,13.3,10.1,5.8,0,1.7,138.88
2008,11,16,13.31,9.5,5.25,0,1.95,125.75
2008,11,17,13.48,9.51,5.31,0,1.87,126.75
2008,11,18,13.42,9.51,5.19,0,1.68,112.12
2008,11,19,12.99,9.29,5.31,0,1.75,118.31
2008,11,20,10.52,7.69,5.92,7.19,1.54,123
2008,11,21,10.05,7.19,4.82,0,1.91,119.88
2008,11,22,11.38,7.56,4.15,0,2.08,106.94
2008,11,23,12.37,8.44,4.58,0,1.97,122.25
2008,11,24,11.75,8.24,4.76,0,2.09,120.69
2008,11,25,11.8,8.34,4.82,0,1.74,105.44
2008,11,26,12.51,8.39,4.76,0,1.68,127.44
2008,11,27,12.9,8.34,4.27,0,1.66,124.38
2008,11,28,13.49,8.98,4.39,0,1.78,121.25
2008,11,29,13.68,9.43,4.88,0,1.94,97.56
2008,11,30,13.98,9.2,5.31,0,1.61,105.38
2008,12,1,13.24,9.61,6.41,0,1.59,110.12
2008,12,2,12.46,8.48,5.13,0,1.77,116.62
2008,12,3,12.01,7.95,4.58,0,1.99,112.56
2008,12,4,12.34,8.21,4.64,0,1.92,120.5
2008,12,5,12.71,8.33,4.21,0,2.02,120.75
2008,12,6,12.96,8.53,4.09,0,1.84,107.19
2008,12,7,13.43,9.87,4.64,0,2.01,126.88
2008,12,8,13.72,11.84,6.53,0,2.14,106.94
2008,12,9,13.9,11.15,6.84,0,1.67,141.5
2008,12,10,13.52,10.05,5.86,0,1.72,144.75
2008,12,11,12.9,9.3,6.41,0,1.48,127.12
2008,12,12,12.05,8.79,5.43,0,1.8,104.25
2008,12,13,11.69,8.08,4.94,0,1.89,115.19
2008,12,14,11.55,7.46,4.15,0,1.85,108.06
2008,12,15,12.37,8.21,3.85,0,2.41,136.31
2008,12,16,13.09,8.62,3.91,0.01,1.77,142.12
2008,12,17,13.27,9.86,4.76,0,2.12,131.56
2008,12,18,15.13,10.96,4.7,0,1.77,104.38
2008,12,19,15.42,12,5.98,0,1.87,81.75
2008,12,20,13.64,11.73,7.26,0.01,1.8,68
2008,12,21,13.01,11.24,6.59,0,2.1,151.75
2008,12,22,11.65,8.68,4.88,0,2.02,122.06
2008,12,23,10.85,6.93,4.09,0,1.91,124.44
2008,12,24,9.33,6.29,3.91,0,1.93,119.44
2008,12,25,9.21,6,3.78,0,2.07,126.62
2008,12,26,8.44,5.34,3.91,0,1.94,115.38
2008,12,27,8.54,5.27,3.91,0,1.98,118.44
2008,12,28,9.24,5.12,3.36,0,1.9,118.81
2008,12,29,9.35,5.76,3.23,0,2.24,125.56
2008,12,30,9.73,6.08,3.54,0,2.09,121.81
2008,12,31,8.9,5.61,3.42,0,2.17,152.5
2009,1,1,7.7,4.49,2.99,0,2.27,126.5
2009,1,2,8.52,4.65,2.93,0,1.91,122.69
2009,1,3,9.22,5.44,3.23,0.06,1.64,125.44
2009,1,4,7.44,6.44,5.25,1.54,2.09,172.19
2009,1,5,7.05,5.05,4.94,0.21,1.56,126.75
2009,1,6,7.71,5.15,4.27,0,2.18,100.5
2009,1,7,8.13,5.96,4.76,0,2.2,103.69
2009,1,8,8,5.99,5.13,0,2.13,102.31
2009,1,9,9.04,6.45,4.64,0,2.24,117.94
2009,1,10,9.6,6.86,4.21,0,2.03,119.75
2009,1,11,9.67,7.43,3.91,0,1.95,124.31
2009,1,12,9.83,6.58,3.3,0,2.01,110.81
2009,1,13,10.62,6.42,3.05,0,1.83,115.75
2009,1,14,11.21,6.62,3.36,0,1.91,110.25
2009,1,15,12.01,7.78,3.36,0,2.15,116.25
2009,1,16,12.14,8.4,4.7,0.69,1.84,89.5
2009,1,17,12.22,9.22,5.92,0.29,1.96,145.94
2009,1,18,11.83,9.59,6.9,1.8,2.16,100.31
2009,1,19,11.31,9.12,5.86,0.03,1.89,140.69
2009,1,20,12.32,8.47,3.23,0,2.14,117.94
2009,1,21,14.51,10.32,3.6,0,1.94,135.62
2009,1,22,14.66,10.87,5.31,0,2.09,105.12
2009,1,23,15.52,14.4,6.23,0,2.75,126.19
2009,1,24,15.21,13.3,6.59,0,2.79,87.31
2009,1,25,15.08,12.51,5.86,0,2.01,95
2009,1,26,13.82,12.06,6.23,0,2.48,118.56
2009,1,27,11.51,10.05,5.92,0,2.31,146.62
2009,1,28,11.54,8.98,3.97,0,2.16,123.94
2009,1,29,12.1,8.83,3.97,0,2.04,106.06
2009,1,30,10.84,8.41,4.46,0,1.92,139.44
2009,1,31,10.33,8.26,3.91,0,2.26,124.06
2009,2,1,10.84,8.72,3.48,0,2.2,124.25
2009,2,2,10.98,8.41,3.17,0,2.33,116.25
2009,2,3,11.87,9,3.23,0,2.18,127.69
2009,2,4,12.15,9.91,3.72,0,2.37,120.25
2009,2,5,12.01,9.65,3.85,0,2.35,115.56
2009,2,6,11.66,9.44,4.09,0,2.65,115.44
2009,2,7,12.15,9.93,3.97,0,2.26,130.12
2009,2,8,12.78,9.87,3.42,0,2.13,113.5
2009,2,9,13.67,10.93,3.42,0,2.1,110.69
2009,2,10,12.21,10.69,4.76,13.87,2.98,100
2009,2,11,8.82,7.65,5.55,10.6,2.71,134
2009,2,12,10.59,8.01,3.85,0,2.08,135.44
2009,2,13,13.85,11.97,4.76,0.01,2.05,108.62
2009,2,14,12.63,11.52,5.55,0.01,2.35,159.75
2009,2,15,11.83,10.46,4.82,0,2.24,123.69
2009,2,16,12.5,10.87,4.03,0,2.22,113.06
2009,2,17,12.6,10.38,4.46,0,1.93,118
2009,2,18,12.76,10.1,3.3,0,2.4,139.12
2009,2,19,13.44,11.44,3.17,0,2.3,133.75
2009,2,20,14.21,12.87,4.88,0,2.38,151.12
2009,2,21,12.82,10.9,3.3,0,3.58,223
2009,2,22,13.44,12.41,4.03,0,3.7,219.69
2009,2,23,14.51,13.64,5.25,0.11,2.34,137.69
2009,2,24,13.9,13.21,5.25,0,3.24,192.88
2009,2,25,13.67,12.88,4.27,0,3.38,205.44
2009,2,26,12.48,11.51,3.66,0,3.65,200.5
2009,2,27,11.35,9.93,2.62,0,3.69,217.25
2009,2,28,10.24,8.9,2.38,0,5.08,315.88
2009,3,1,14.09,12.07,2.87,0,3.92,271.25
2009,3,2,17.04,15.11,4.64,0,3.13,172.81
2009,3,3,17.13,15.62,4.7,0,2.62,127.69
2009,3,4,16.73,15.23,5.37,0,2.09,178.81
2009,3,5,15.97,15.06,4.46,0,2.77,217.31
2009,3,6,15.98,14.05,2.93,0,2.8,147.06
2009,3,7,15.64,13.97,3.23,0,2.55,141
2009,3,8,15.47,13.94,3.48,0,2.74,136.12
2009,3,9,14.4,13.43,3.3,0,2.6,158.94
2009,3,10,14.44,13.05,3.11,0,2.88,202.12
2009,3,11,14.54,12.94,2.26,0,3.12,189.06
2009,3,12,16.96,14.73,2.38,0,2.98,119.31
2009,3,13,17.56,15.29,2.99,0,3,119.62
2009,3,14,17.12,15.72,2.99,0,2.77,142.69
2009,3,15,16.15,15.31,3.11,0,2.85,124.06
2009,3,16,16.3,15.71,3.54,0,2.9,129.75
2009,3,17,16.66,15.96,3.85,0.07,3.08,153.88
2009,3,18,17.12,16.69,4.15,0.53,3.56,191.69
2009,3,19,17.49,16.56,4.64,0,2.52,126.06
2009,3,20,17.78,18.86,6.16,0.05,2.16,122.06
2009,3,21,16.49,17.55,5.86,0,2.05,187.31
2009,3,22,16.6,16.26,4.03,0,2.45,148.75
2009,3,23,17.41,17.19,4.03,0,2.56,140.19
2009,3,24,18.07,18.08,4.76,0.01,2.65,146.12
2009,3,25,16.68,17.15,6.71,2.44,2.35,160.75
2009,3,26,14.7,15.34,6.47,0.01,2.02,267
2009,3,27,15.51,14.9,5.19,4.49,2.2,141.12
2009,3,28,16.68,17.54,7.08,0.34,2.61,148.5
2009,3,29,14.57,14.98,7.57,1.01,1.98,170.88
2009,3,30,16.04,16.23,6.04,0,2.83,234.25
2009,3,31,17.81,17.72,5.07,0,3.29,236
2009,4,1,19.46,19.15,4.39,0,3.12,140
2009,4,2,19.99,19.68,5.98,0.62,2.79,174.19
2009,4,3,19.35,20.08,7.51,4.55,2.48,158.31
2009,4,4,20.7,20.69,5.19,0,2.93,148.44
2009,4,5,20.57,20.83,5.13,0.13,2.83,150.69
2009,4,6,18.76,18.27,5.98,1.75,2.35,141.69
2009,4,7,17.7,18.09,5.86,1.58,2.77,129.75
2009,4,8,17.3,18.05,6.04,5.18,4.71,115.94
2009,4,9,13.02,13.5,7.39,8.62,1.77,150.31
2009,4,10,16.8,16.42,4.94,0,2.43,148
2009,4,11,19.79,19.03,5.07,0,2.8,137.62
2009,4,12,21.13,20.83,5.98,0,2.84,177.31
2009,4,13,21.06,21.04,5.8,0,3.15,149.31
2009,4,14,21.9,21.88,5.8,0,3.07,140.69
2009,4,15,22.37,22.76,5.74,0.02,3.11,143.5
2009,4,16,21.71,22.33,5.86,0.09,3.28,191.62
2009,4,17,21.05,21.4,4.94,0,2.94,175.12
2009,4,18,22.75,22.57,4.7,0,4.12,209.56
2009,4,19,23.68,23.61,4.52,0,5.17,310.75
2009,4,20,24.65,24.38,5.25,0,4.59,284.81
2009,4,21,23.63,23.98,5.25,0,3.24,163.38
2009,4,22,22.16,22.18,4.7,0,3.18,185
2009,4,23,21.3,21.42,3.6,0,3.24,214.5
2009,4,24,21.22,21.15,3.11,0,3.56,221.12
2009,4,25,21.48,21,2.69,0,2.99,176.62
2009,4,26,21.56,21.45,2.99,0,3.25,177.94
2009,4,27,24.12,23.78,4.09,0,5,212.62
2009,4,28,25.73,25.55,5.25,0,4.53,229.06
2009,4,29,25.73,25.76,5.55,0,4.23,219.25
2009,4,30,26.11,26.08,4.64,0,4.35,295.44
2009,5,1,26.55,26.28,5,0,3.33,170.19
2009,5,2,26.58,27.37,5.25,0,3.32,132
2009,5,3,23.01,23.48,7.08,0,2.66,176.12
2009,5,4,24.37,25.48,6.35,0.3,3.27,161
2009,5,5,23.86,25.76,8.3,2.48,2.62,127.94
2009,5,6,22.9,24.69,6.53,0.03,3.78,191.38
2009,5,7,22.84,23.83,5.07,0,3.34,224
2009,5,8,23.35,23.92,4.7,0,3.69,281.25
2009,5,9,23.99,24.6,4.82,0,4.25,254.38
2009,5,10,24.2,24.42,6.16,4.47,3.18,226
2009,5,11,23.44,23.23,5.98,2.8,2.48,187.94
2009,5,12,22.05,22.5,6.53,0.48,2.89,192.19
2009,5,13,23.63,24.02,6.04,0,2.84,180.69
2009,5,14,24.89,25.41,6.29,0,3.2,162.19
2009,5,15,25.8,26.23,6.04,0.18,3.71,201.12
2009,5,16,26.34,26.84,6.47,2.81,3.65,237.19
2009,5,17,26.02,26.61,6.84,1.45,3.38,188
2009,5,18,28,27.82,5.49,0,3.46,226
2009,5,19,27.76,27.62,7.81,7.87,2.81,182.94
2009,5,20,26.4,26.73,9.77,4.83,2.52,169.5
2009,5,21,26.71,27.65,9.64,0,3.23,199.75
2009,5,22,27.35,27.33,6.9,0,3.14,212.19
2009,5,23,26.78,27.22,6.53,0.21,3.02,192.88
2009,5,24,25.75,26.36,7.14,6.53,2.89,168.69
2009,5,25,24.01,24.99,8.18,1.1,3.66,208.25
2009,5,26,24.76,25.28,6.96,0.08,4.1,242.19
2009,5,27,25.58,26.4,6.77,0.03,3.38,205.12
2009,5,28,25.23,26.12,7.32,7.66,3.3,130.5
2009,5,29,24.4,25.02,8.79,4.23,3.32,180.44
2009,5,30,24.06,24.39,8.91,4.05,2.64,209.38
2009,5,31,22.93,23.4,10.25,19.96,2.62,173.81
2009,6,1,22.67,22.85,9.58,8.43,3.23,206.31
2009,6,2,24.91,25.24,9.58,1.36,3.8,202.88
2009,6,3,26.86,27.57,9.34,0,4.55,292.19
2009,6,4,27.44,27.58,7.2,0,3.71,293.56
2009,6,5,28.23,28.2,8.36,0.58,2.88,214.69
2009,6,6,27.28,28.02,9.22,0.5,2.48,230.25
2009,6,7,25.51,26.03,5.8,0,3.51,212.44
2009,6,8,25.06,25.28,4.7,0,3.73,294.81
2009,6,9,25.44,25.83,5,0,3.64,294.62
2009,6,10,26.46,26.59,5.13,0,3.02,198.19
2009,6,11,26.51,27.08,5.62,0.17,3.33,179.81
2009,6,12,27.14,27.79,6.29,0.02,3.68,203.56
2009,6,13,26.87,28.04,6.29,0,3.09,195.25
2009,6,14,26.98,28.42,7.2,0.01,3.22,213.12
2009,6,15,26.21,27.76,8.06,0.48,3.11,171.12
2009,6,16,25.05,26.68,8.36,0.02,3.29,173.5
2009,6,17,25.69,27.37,7.57,0,3.27,173.38
2009,6,18,26.51,27.79,6.9,0,3.3,177.88
2009,6,19,27.38,28.69,6.59,0,3.85,200.69
2009,6,20,27.77,28.92,6.16,0,3.46,230.56
2009,6,21,27.88,28.91,5.19,0,3.91,293.62
2009,6,22,28.22,29.3,4.82,0,3.41,214.38
2009,6,23,28.81,29.48,4.76,0,3.9,232.62
2009,6,24,29.79,30.45,4.7,0,3.39,211.19
2009,6,25,30.65,31.05,5.43,0,3.32,178.12
2009,6,26,30.65,31.26,6.65,0,3.17,181.5
2009,6,27,30.62,31.94,7.51,0,3.03,175.25
2009,6,28,30.08,31.38,11.54,18.94,2.96,166.56
2009,6,29,26.83,27.39,15.87,23.56,2.35,165.12
2009,6,30,25.99,26.8,15.44,8.49,2.39,175.38
2009,7,1,25.04,25.65,13.12,2.57,2.88,177.38
2009,7,2,25.14,25.89,12.27,0.03,2.95,189.12
2009,7,3,24.63,25.94,11.66,0.01,2.08,155.88
2009,7,4,25.52,26.98,11.11,0,2.62,179.75
2009,7,5,27.01,27.8,9.34,0,3.21,184.38
2009,7,6,27.31,27.86,8.67,0,2.77,163.5
2009,7,7,26.51,27.13,11.11,16.31,2.84,147.88
2009,7,8,25.8,26.52,14.53,9.12,2.34,162.56
2009,7,9,25.4,26.61,16.6,3.56,2,153.25
2009,7,10,25.3,26.54,16.85,3.66,2.03,190.56
2009,7,11,25.83,27.31,16.6,0.95,2.17,205.38
2009,7,12,25.58,26.91,16.97,6.89,2.55,237.88
2009,7,13,26.15,27.77,16.3,1.72,2.25,250.75
2009,7,14,25.46,26.62,15.26,0.71,1.37,219
2009,7,15,26.12,27.82,15.99,3.33,2.23,167.12
2009,7,16,26.02,27.34,17.03,8.72,2.09,219.25
2009,7,17,26.37,27.52,16.72,3.92,2.62,223.62
2009,7,18,25.37,26.45,17.58,13.73,2.08,180.69
2009,7,19,26.17,27.23,17.27,1.36,2.84,217.06
2009,7,20,25.94,27.15,16.97,0.95,2.83,228.44
2009,7,21,25.82,26.71,15.69,23.72,2.43,134.31
2009,7,22,25.3,26.22,17.4,4.72,1.79,167.69
